DATE,MinTemp,MaxTemp,AvgTemp,AvgWindSpeed,Sunrise,Sunset
5/17/2018,30,44,37,38.5,416,1907
5/18/2018,29,46,38,18.3,415,1908
5/19/2018,38,50,44,32.3,414,1909
5/20/2018,31,50,41,49.5,413,1910
5/21/2018,30,47,39,43.6,413,1912
5/22/2018,35,46,41,27.7,412,1913
5/23/2018,34,47,41,35.5,411,1914
5/24/2018,30,44,37,40.5,410,1915
5/25/2018,42,53,48,58.3,409,1916
5/26/2018,36,49,43,33.1,408,1917
5/27/2018,32,47,40,15.3,408,1917
5/28/2018,44,53,49,27.1,407,1918
5/29/2018,43,54,49,30,406,1919
5/30/2018,44,56,50,20.2,406,1920
5/31/2018,51,62,57,19.1,405,1921
6/1/2018,53,58,56,23.8,404,1922
6/2/2018,38,54,46,26.5,404,1923
6/3/2018,35,53,44,10.5,404,1923
6/4/2018,26,39,33,27.3,403,1924
6/5/2018,30,35,33,19.8,403,1925
6/6/2018,32,38,35,26.8,402,1926
6/7/2018,35,41,38,31.3,402,1926
6/8/2018,35,44,40,36.5,402,1927
6/9/2018,33,42,38,44,401,1928
6/10/2018,31,45,38,23.7,401,1928
6/11/2018,31,48,40,9.7,401,1929
6/12/2018,37,52,45,51.3,401,1929
6/13/2018,43,58,51,28.8,401,1930
6/14/2018,37,49,43,44,401,1930
6/15/2018,35,46,41,23.5,401,1931
6/16/2018,41,52,47,33.1,401,1931
6/17/2018,46,65,56,16.5,401,1931
6/18/2018,50,60,55,52,401,1932
6/19/2018,37,51,44,46.1,401,1932
6/20/2018,44,50,47,30.4,401,1932
6/21/2018,37,47,42,28.7,401,1933
6/22/2018,37,55,46,11,401,1933
6/23/2018,41,51,46,20.5,402,1933
6/24/2018,44,51,48,21.8,402,1933
6/25/2018,34,45,40,30.5,402,1933
6/26/2018,32,50,41,28.3,403,1933
6/27/2018,44,57,51,19.5,403,1933
6/28/2018,46,54,50,30,404,1933
6/29/2018,47,59,53,29.5,404,1933
6/30/2018,51,62,57,31,404,1933
7/1/2018,52,68,60,29.1,405,1933
7/2/2018,60,67,64,30.5,406,1933
7/3/2018,54,63,59,28.8,406,1932
7/4/2018,56,70,63,8.8,407,1932
7/5/2018,57,71,64,20,407,1932
7/6/2018,32,60,46,56.1,408,1931
7/7/2018,32,48,40,32,409,1931
7/8/2018,43,60,52,14,409,1931
7/9/2018,51,65,58,20.4,410,1930
7/10/2018,48,59,54,28.6,411,1930
7/11/2018,40,54,47,14.3,412,1929
7/12/2018,40,52,46,14.9,413,1929
7/13/2018,45,54,50,6.6,413,1928
7/14/2018,47,54,51,24.3,414,1927
7/15/2018,50,58,54,24,415,1927
7/16/2018,49,64,57,17.6,416,1926
7/17/2018,46,59,53,33.3,417,1925
7/18/2018,38,51,45,36.8,418,1924
7/19/2018,39,55,47,14.5,419,1924
7/20/2018,48,63,56,7.3,420,1923
7/21/2018,50,63,57,14.5,421,1922
7/22/2018,48,57,53,39.8,422,1921
7/23/2018,52,59,56,33.8,423,1920
7/24/2018,53,58,56,35.5,424,1919
7/25/2018,52,59,56,37.6,425,1918
7/26/2018,51,57,54,23,426,1917
7/27/2018,48,58,53,28.3,427,1916
7/28/2018,48,60,54,20,428,1915
7/29/2018,43,49,46,34,429,1914
7/30/2018,43,55,49,21.7,430,1913
7/31/2018,48,58,53,8.1,431,1911
8/1/2018,50,58,54,26.3,432,1910
8/2/2018,51,57,54,39.5,433,1909
8/3/2018,49,58,54,19.8,435,1908
8/4/2018,50,58,54,21,436,1906
8/5/2018,49,61,55,26.4,437,1905
8/6/2018,54,64,59,32.9,438,1904
8/7/2018,52,61,57,30.9,439,1902
8/8/2018,52,59,56,11.2,440,1901
8/9/2018,48,56,52,43.5,441,1859
8/10/2018,41,50,46,35.3,442,1858
8/11/2018,43,57,50,7,444,1857
8/12/2018,48,54,51,12.2,445,1855
8/13/2018,51,55,53,11.3,446,1854
8/14/2018,50,58,54,14.5,447,1852
8/15/2018,50,60,55,23.1,448,1850
8/16/2018,45,54,50,41.5,449,1849
8/17/2018,46,57,52,33.9,450,1847
8/18/2018,42,57,50,29.4,452,1846
8/19/2018,42,54,48,15.6,453,1844
8/20/2018,43,57,50,10.9,454,1843
8/21/2018,44,57,51,13.7,455,1841
8/22/2018,41,53,47,39.9,456,1839
8/23/2018,35,45,40,46,457,1838
8/24/2018,41,57,49,19.8,459,1836
8/25/2018,46,60,53,12.5,500,1834
8/26/2018,45,57,51,27.9,501,1832
8/27/2018,50,63,57,30.6,502,1831
8/28/2018,54,61,58,52.4,503,1829
8/29/2018,54,62,58,44.5,504,1827
8/30/2018,44,57,51,27.1,505,1825
8/31/2018,43,55,49,8.6,507,1824
9/1/2018,46,52,49,22,508,1822
9/2/2018,50,57,54,25,509,1820
9/3/2018,54,61,58,36.7,510,1818
9/4/2018,50,57,54,27.8,511,1817
9/5/2018,51,61,56,28.1,512,1815
9/6/2018,43,61,52,43.5,514,1813
9/7/2018,37,50,44,24.1,515,1811
9/8/2018,29,39,34,23.8,516,1809
9/9/2018,29,41,35,7.5,517,1807
9/10/2018,29,42,36,32.1,518,1806
9/11/2018,41,55,48,31.3,519,1804
9/12/2018,47,54,51,21.3,520,1802
9/13/2018,47,58,53,12.6,522,1800
9/14/2018,49,60,55,10.6,523,1758
9/15/2018,51,62,57,10.3,524,1756
9/16/2018,52,60,56,15.9,525,1754
9/17/2018,49,58,54,27.8,526,1752
9/18/2018,45,56,51,27.2,527,1751
9/19/2018,37,53,45,14.3,528,1749
9/20/2018,37,47,42,11.3,530,1747
9/21/2018,39,52,46,35.7,531,1745
9/22/2018,28,53,41,49.8,532,1743
9/23/2018,32,43,38,25.9,533,1741
9/24/2018,31,41,36,16.1,534,1739
9/25/2018,32,52,42,40.1,536,1738
9/26/2018,39,56,48,51.1,537,1736
9/27/2018,32,49,41,18.4,538,1734
9/28/2018,34,48,41,19.9,539,1732
9/29/2018,30,40,35,41.3,540,1730
9/30/2018,28,34,31,31.6,541,1728
10/1/2018,32,40,36,25.6,543,1726
10/2/2018,36,47,42,29.8,544,1725
10/3/2018,45,52,49,17.4,545,1723
10/4/2018,32,54,43,48.3,546,1721
10/5/2018,32,50,41,23.9,547,1719
10/6/2018,35,51,43,37.6,549,1717
10/7/2018,39,52,46,33.8,550,1716
10/8/2018,35,53,44,39.2,551,1714
10/9/2018,50,55,53,53.7,552,1712
10/10/2018,50,55,53,36.5,554,1710
10/11/2018,43,54,49,38.6,555,1708
10/12/2018,20,45,33,45.4,556,1707
10/13/2018,18,23,21,46.1,557,1705
10/14/2018,16,33,25,41.8,559,1703
10/15/2018,25,43,34,38.8,600,1702
10/16/2018,15,26,21,65.1,601,1700
10/17/2018,11,25,18,51,602,1658
10/18/2018,6,11,9,65.6,604,1657
10/19/2018,10,35,23,53.1,605,1655
10/20/2018,19,30,25,47.1,606,1653
10/21/2018,7,20,14,59.6,607,1652
10/22/2018,6,19,13,45.8,609,1650
10/23/2018,19,24,22,27.2,610,1648
10/24/2018,14,21,18,42.7,611,1647
10/25/2018,3,14,9,59.2,613,1645
10/26/2018,3,24,14,42.2,614,1644
10/27/2018,14,28,21,40.1,615,1642
10/28/2018,23,35,29,30.6,617,1641
10/29/2018,19,30,25,29.4,618,1639
10/30/2018,13,27,20,47.4,619,1638
10/31/2018,25,37,31,42.6,621,1637
11/1/2018,28,39,34,38.7,622,1635
11/2/2018,34,45,40,40.8,623,1634
11/3/2018,14,41,28,57.1,625,1632
11/4/2018,11,28,20,48,626,1631
11/5/2018,20,37,29,23.8,627,1630
11/6/2018,31,44,38,38.4,629,1629
11/7/2018,18,31,25,54.3,630,1627
11/8/2018,15,19,17,51.5,631,1626
11/9/2018,14,28,21,30.2,633,1625
11/10/2018,4,25,15,52.8,634,1624
11/11/2018,0,5,3,69.3,635,1623
11/12/2018,3,18,11,42,637,1622
11/13/2018,-4,33,15,49.4,638,1621
11/14/2018,-12,-4,-8,67.4,639,1619
11/15/2018,-5,21,8,22.9,641,1619
11/16/2018,6,23,15,52,642,1618
11/17/2018,6,16,11,63.5,643,1617
11/18/2018,-1,13,6,36.6,645,1616
11/19/2018,12,20,16,31.5,646,1615
11/20/2018,1,19,10,22.8,647,1614
11/21/2018,-20,10,-5,58.7,648,1613
11/22/2018,-26,-13,-20,73.6,650,1613
11/23/2018,-13,22,5,58.8,651,1612
11/24/2018,21,31,26,31.3,652,1611
11/25/2018,24,28,26,21,653,1611
11/26/2018,14,25,20,26.6,655,1610
11/27/2018,12,18,15,43,656,1609
11/28/2018,11,16,14,29.4,657,1609
11/29/2018,10,23,17,40.5,658,1608
11/30/2018,18,25,22,4.3,659,1608
